month_interview,years_lived_elsewhere,educ_yrs,age,exper,female,rural,earnings_usd,christian_main,christian_evang,muslim,kikuyu,wealth_group
2,0,8,49,35,1,0,12,1,0,0,0,richer
3,0,0,41,35,1,1,12,1,0,0,0,poorest
4,0,5,49,38,1,0,12,0,1,0,0,richer
5,15,8,37,23,1,1,12,0,1,0,0,poorer
4,7,8,17,3,1,1,12,1,0,0,0,poorest
3,0,0,25,19,1,1,12,0,0,0,0,poorest
3,0,9,17,2,1,1,12,1,0,0,0,middle
3,0,6,42,30,1,1,12,1,0,0,0,poorest
5,16,8,25,11,1,1,12,0,1,0,0,poorer
3,14,4,27,17,1,1,12,1,0,0,0,poorest
4,0,8,27,13,1,1,12,0,1,0,0,middle
3,0,0,39,33,1,1,12,1,0,0,0,poorest
3,23,7,24,11,1,1,12,0,1,0,0,poorest
5,42,7,48,35,1,1,12,1,0,0,1,middle
4,0,8,47,33,1,1,12,0,1,0,0,poorer
3,0,0,45,39,1,1,12,0,0,0,0,poorest
3,0,5,46,35,1,1,12,1,0,0,0,poorer
2,0,0,39,33,1,1,12,1,0,0,0,poorest
3,0,10,18,2,1,1,12,0,1,0,0,poorer
2,29,10,38,22,1,0,12,0,1,0,1,richer
5,24,0,29,23,1,1,12,1,0,0,0,poorest
5,0,8,38,24,1,1,12,1,0,0,0,poorer
6,29,8,42,28,1,1,12,1,0,0,0,middle
6,0,9,39,24,1,1,12,1,0,0,0,poorest
5,24,9,34,19,1,1,12,0,1,0,1,richer
6,0,7,46,33,1,1,12,1,0,0,0,richer
2,0,4,34,24,1,0,12,0,0,1,0,richer
3,0,6,47,35,1,0,12,1,0,0,0,richest
6,31,10,39,23,1,1,12,0,1,0,0,poorer
6,11,8,38,24,1,1,12,1,0,0,0,poorer
2,0,0,41,35,1,1,12,1,0,0,0,poorest
4,31,2,35,27,1,0,12,1,0,0,1,poorest
3,25,10,40,24,1,1,12,1,0,0,0,richer
6,0,8,45,31,1,1,12,0,1,0,0,poorest
5,20,14,20,0,1,1,12,0,1,0,0,poorer
6,17,8,37,23,1,1,12,1,0,0,0,poorest
4,27,8,35,21,1,1,12,1,0,0,0,poorest
6,0,0,48,42,1,1,12,0,1,0,0,poorer
6,0,0,44,38,1,1,12,1,0,0,0,poorer
3,0,8,36,22,1,1,12,0,1,0,0,poorest
5,0,8,26,12,1,1,12,1,0,0,0,poorest
6,0,6,27,15,1,1,12,1,0,0,0,middle
5,18,0,46,40,1,1,12,1,0,0,0,middle
3,0,7,32,19,1,1,12,0,1,0,0,poorer
6,17,7,44,31,1,1,12,0,1,0,0,poorer
5,18,7,29,16,1,0,12,1,0,0,0,richer
5,14,7,39,26,1,1,12,0,1,0,0,poorest
2,18,7,29,16,1,0,12,0,1,0,0,richer
6,24,8,36,22,1,0,12,1,0,0,0,richer
5,42,3,44,35,1,1,12,1,0,0,0,poorer
2,18,8,34,20,1,1,12,0,1,0,0,poorer
6,0,9,24,9,1,0,12,1,0,0,0,richest
4,20,7,35,22,1,1,12,1,0,0,0,poorer
5,37,8,45,31,1,1,12,1,0,0,0,richer
4,28,15,33,12,1,1,12,0,1,0,0,poorer
2,0,6,16,4,1,1,12,1,0,0,0,poorest
6,17,8,47,33,1,1,12,1,0,0,0,middle
2,0,0,38,32,1,1,12,1,0,0,0,poorest
5,7,2,18,10,1,1,12,0,1,0,0,poorest
4,29,7,29,16,1,1,12,0,1,0,0,poorer
4,0,8,23,9,1,1,12,1,0,0,0,middle
3,24,10,42,26,1,0,12,0,1,0,1,richer
3,0,0,36,30,1,1,12,0,1,0,0,poorer
5,20,8,42,28,1,1,12,1,0,0,0,poorest
2,19,8,26,12,1,1,12,1,0,0,0,middle
4,0,8,34,20,1,1,12,0,1,0,0,poorer
2,16,10,43,27,1,1,12,1,0,0,0,poorer
2,0,0,27,21,1,1,12,1,0,0,0,poorest
2,0,0,31,25,1,1,12,1,0,0,0,poorest
6,26,0,46,40,1,1,12,1,0,0,0,poorest
3,1,8,27,13,1,0,12,0,1,0,1,richer
6,0,7,43,30,1,0,12,0,1,0,0,richer
3,16,5,40,29,1,1,12,1,0,0,0,middle
6,16,8,32,18,1,0,12,1,0,0,0,richest
6,19,10,24,8,1,0,12,0,1,0,0,richer
3,30,8,31,17,1,1,12,0,1,0,1,middle
5,0,7,24,11,1,1,12,1,0,0,0,poorer
5,16,10,36,20,1,1,12,1,0,0,0,poorer
3,17,8,23,9,1,1,12,0,1,0,0,poorest
5,42,8,48,34,1,0,12,0,0,0,0,middle
6,36,15,39,18,1,1,12,1,0,0,0,richest
6,18,10,25,9,1,0,12,1,0,0,0,richest
3,0,8,44,30,1,1,12,0,1,0,0,middle
7,0,16,25,3,1,1,12,1,0,0,0,richer
3,0,7,35,22,1,1,12,0,1,0,0,poorest
6,30,8,33,19,1,1,12,0,1,0,0,poorest
5,37,4,45,35,1,1,12,1,0,0,1,richer
3,25,6,29,17,1,0,12,1,0,0,0,richer
4,0,10,23,7,1,0,12,1,0,0,0,richer
5,0,8,44,30,1,1,12.5,1,0,0,0,middle
5,0,8,44,30,1,1,12.5,0,1,0,1,poorer
5,0,8,43,29,1,1,13,1,0,0,1,middle
2,18,8,38,24,1,1,13,0,1,0,1,poorer
3,0,0,35,29,1,0,13,1,0,0,0,poorest
6,0,8,18,4,1,1,13,0,1,0,0,middle
4,0,0,36,30,1,1,13,1,0,0,0,poorest
4,33,10,33,17,1,1,13,1,0,0,0,poorest
6,19,8,20,6,1,1,13,0,1,0,0,poorer
5,0,8,26,12,1,1,13.5,0,0,0,0,poorest
3,7,4,41,31,1,1,13.5,1,0,0,0,poorest
4,22,8,26,12,1,0,14,1,0,0,1,richest
3,45,6,45,33,1,1,14,0,1,0,0,poorest
2,0,7,15,2,1,1,14,1,0,0,0,middle
4,0,14,36,16,1,1,14,0,1,0,0,richer
6,0,8,39,25,1,0,14,0,1,0,1,richest
5,0,13,20,1,1,0,14,1,0,0,0,richer
5,0,0,28,22,1,1,14,0,1,0,0,poorest
6,21,8,35,21,1,0,14,0,1,0,1,richer
3,0,7,33,20,1,1,14,0,0,0,0,poorest
4,0,8,35,21,1,1,14,1,0,0,0,poorer
5,0,10,36,20,1,1,14,0,1,0,0,middle
7,0,10,34,18,1,1,15,0,1,0,0,middle
3,0,0,24,18,1,1,15,0,0,0,0,poorest
3,36,7,46,33,1,0,15,0,1,0,0,poorer
4,0,15,21,0,1,1,15,1,0,0,0,middle
4,0,8,36,22,1,0,15,0,1,0,0,poorer
6,0,4,46,36,1,1,15,0,1,0,0,poorest
2,35,8,38,24,1,0,15,1,0,0,0,richer
7,21,6,33,21,1,0,15,0,1,0,0,middle
3,0,10,27,11,1,1,15,0,0,1,0,richer
3,0,5,39,28,1,1,15,0,0,1,0,middle
6,0,0,32,26,1,1,15,0,1,0,0,poorest
3,0,10,30,14,1,1,15,0,1,0,0,richer
4,0,8,44,30,1,1,15,1,0,0,0,poorer
5,24,8,34,20,1,1,15,1,0,0,0,poorer
6,19,6,22,10,1,1,15,0,1,0,0,middle
5,34,8,36,22,1,1,15,1,0,0,0,middle
5,38,3,40,31,1,1,15,0,0,0,0,poorest
3,0,0,37,31,1,1,15,0,0,0,0,poorest
5,26,10,27,11,1,1,15,0,1,0,0,poorest
6,5,8,35,21,1,0,15,0,0,0,1,middle
5,0,0,35,29,1,1,15,1,0,0,0,poorest
2,0,8,29,15,1,1,15,0,1,0,0,middle
2,0,10,39,23,1,1,15,0,1,0,1,middle
5,0,10,40,24,1,0,15,1,0,0,0,richer
6,0,8,18,4,1,1,15,1,0,0,0,poorer
5,0,10,43,27,1,1,15,1,0,0,0,poorest
6,39,6,46,34,1,1,15,1,0,0,0,poorest
3,30,5,36,25,1,0,15,0,1,0,1,richer
2,25,4,46,36,1,1,15,1,0,0,0,poorest
4,19,8,19,5,1,1,15,1,0,0,0,middle
3,0,0,32,26,1,1,15,1,0,0,0,poorest
7,21,8,44,30,1,1,15,0,1,0,0,poorer
6,0,8,49,35,1,1,15,1,0,0,0,poorer
2,31,1,37,30,1,1,15,0,1,0,0,richer
4,19,10,43,27,1,1,15,0,1,0,1,middle
4,25,8,28,14,1,0,15,1,0,0,0,middle
6,0,8,36,22,1,1,15,0,1,0,0,middle
5,0,8,29,15,1,1,15,1,0,0,0,poorer
4,29,8,39,25,1,1,15,1,0,0,0,poorer
5,35,7,45,32,1,1,15,1,0,0,0,poorest
6,21,8,38,24,1,0,15,1,0,0,0,richer
4,0,13,29,10,1,1,15,1,0,0,1,richer
2,24,10,40,24,1,1,15,0,1,0,1,middle
4,28,6,46,34,1,1,15,0,1,0,0,poorest
3,0,10,25,9,1,1,15,1,0,0,0,richer
6,0,8,49,35,1,0,15,1,0,0,1,poorer
5,0,10,23,7,1,0,15,1,0,0,0,richer
2,19,7,26,13,1,1,15,1,0,0,0,poorer
4,23,0,48,42,1,0,15,0,1,0,0,poorer
4,0,8,16,2,1,1,15,1,0,0,0,middle
7,0,7,28,15,1,1,15,0,1,0,0,poorest
6,29,9,41,26,1,1,15,1,0,0,0,middle
6,0,7,41,28,1,1,15,0,1,0,0,middle
3,30,4,34,24,1,1,15,1,0,0,0,poorest
4,27,8,42,28,1,1,15,0,1,0,0,poorer
4,0,0,29,23,1,1,15,1,0,0,0,poorest
5,0,0,25,19,1,1,15,1,0,0,0,poorest
6,37,8,38,24,1,0,15,0,1,0,1,middle
3,22,8,43,29,1,1,15,1,0,0,0,poorer
6,0,7,28,15,1,1,15,0,1,0,0,poorest
5,0,7,21,8,1,0,15,1,0,0,0,poorest
6,10,10,24,8,1,1,15,0,1,0,1,poorer
4,20,10,25,9,1,0,15,1,0,0,0,richer
3,0,0,30,24,1,1,15,1,0,0,0,poorest
2,0,6,17,5,1,1,15,1,0,0,0,poorest
6,0,9,39,24,1,1,15,0,1,0,0,middle
5,0,8,24,10,1,0,15,0,1,0,0,middle
6,0,8,34,20,1,1,15,0,1,0,0,poorer
5,5,7,22,9,1,1,15,0,1,0,0,poorer
6,0,0,37,31,1,1,15,0,1,0,0,middle
3,24,9,46,31,1,0,15,1,0,0,0,richer
4,0,6,29,17,1,0,15,1,0,0,0,poorest
3,0,10,38,22,1,0,15,0,1,0,0,richest
3,16,8,19,5,1,1,15,0,1,0,0,poorer
3,0,9,17,2,1,1,15,0,1,0,0,richest
3,17,3,38,29,1,1,15,0,1,0,0,poorer
3,0,8,31,17,1,1,15,0,0,0,0,middle
5,11,8,36,22,1,1,15,0,1,0,0,poorer
6,19,7,29,16,1,1,15,0,1,0,0,poorer
2,21,10,32,16,1,0,15,1,0,0,0,richest
3,35,10,44,28,1,1,15,0,1,0,0,richer
6,21,10,27,11,1,1,15,0,1,0,0,richer
3,21,6,26,14,1,0,15,1,0,0,0,richer
3,20,10,22,6,1,1,15,0,1,0,0,middle
3,15,8,27,13,1,1,15,1,0,0,0,poorer
4,0,7,25,12,1,0,15,1,0,0,0,richer
6,14,8,34,20,1,0,15,0,1,0,0,richer
5,32,8,42,28,1,1,15,1,0,0,1,middle
4,28,3,33,24,1,0,15,0,1,0,0,richer
2,0,7,35,22,1,1,15,0,1,0,0,middle
6,0,8,20,6,1,1,15,0,1,0,1,poorer
5,0,7,33,20,1,1,15,0,1,0,0,poorer
3,19,3,21,12,1,0,15,0,1,0,0,middle
3,21,7,36,23,1,1,15,1,0,0,0,poorest
6,0,8,47,33,1,1,15,0,1,0,1,middle
4,0,8,22,8,1,1,15,0,1,0,0,poorer
3,23,6,33,21,1,1,15,1,0,0,0,poorer
3,18,8,25,11,1,0,15,0,1,0,0,richer
5,0,8,33,19,1,0,15,0,0,1,0,richer
6,0,8,34,20,1,1,15,1,0,0,1,middle
2,21,8,31,17,1,0,15,1,0,0,0,middle
3,0,4,20,10,1,1,15,0,0,0,0,poorest
3,8,8,36,22,1,1,15,1,0,0,0,poorer
7,21,8,40,26,1,1,15,1,0,0,0,poorest
3,0,0,35,29,1,1,15,1,0,0,0,poorer
5,20,7,32,19,1,1,15,0,1,0,0,richer
5,0,6,38,26,1,1,15,0,1,0,0,middle
4,0,8,29,15,1,1,15,0,1,0,0,middle
4,17,16,21,-1,1,0,15,0,0,0,0,richest
3,24,15,28,7,1,0,15,1,0,0,0,richest
3,10,7,33,20,1,1,15,1,0,0,0,poorest
3,32,8,48,34,1,1,15,0,1,0,0,poorest
4,0,8,47,33,1,1,15,0,1,0,0,poorer
2,26,15,30,9,1,1,15,1,0,0,0,poorer
2,15,14,23,3,1,0,15,1,0,0,0,richest
5,0,8,44,30,1,1,15,1,0,0,1,richer
3,24,8,49,35,1,0,15,1,0,0,0,middle
4,0,7,32,19,1,1,15,0,1,0,0,poorer
6,21,8,27,13,1,0,15,1,0,0,0,richest
4,14,5,44,33,1,1,15,1,0,0,0,poorest
2,27,8,27,13,1,0,15,0,1,0,0,richer
3,4,10,44,28,1,1,15,1,0,0,1,richer
3,33,7,41,28,1,1,15,0,1,0,0,poorer
5,0,0,36,30,1,1,15,1,0,0,0,poorest
3,43,9,44,29,1,0,15,1,0,0,1,richer
3,0,7,16,3,1,1,15,1,0,0,0,poorer
3,0,0,41,35,1,1,15,1,0,0,0,poorest
4,24,10,29,13,1,1,15,0,1,0,0,richer
6,12,4,32,22,1,1,15,0,1,0,0,poorer
7,0,0,45,39,1,1,15,1,0,0,0,poorest
5,0,0,45,39,1,1,15,0,1,0,0,poorest
4,20,7,30,17,1,0,15,0,1,0,0,richer
5,0,8,35,21,1,1,15,1,0,0,0,poorer
5,24,5,25,14,1,1,15,1,0,0,0,middle
3,15,4,35,25,1,1,15,1,0,0,0,poorest
4,0,5,43,32,1,1,15,0,1,0,0,poorest
5,25,7,35,22,1,1,15,0,1,0,0,poorest
4,0,8,21,7,1,1,15,0,1,0,0,poorer
7,0,7,38,25,1,0,15,0,1,0,0,poorer
3,3,2,41,33,1,1,15,1,0,0,0,poorer
4,0,10,23,7,1,1,15,0,1,0,0,middle
5,15,7,40,27,1,1,15,1,0,0,1,middle
5,0,0,47,41,1,1,15,0,0,1,0,poorer
4,0,7,17,4,1,1,15,0,1,0,0,poorest
5,42,0,44,38,1,0,15,1,0,0,0,middle
2,0,8,48,34,1,1,15,0,1,0,0,poorest
4,19,7,32,19,1,0,15,0,1,0,0,richer
3,26,8,30,16,1,1,15,0,1,0,0,poorer
5,18,8,28,14,1,1,15,1,0,0,0,middle
5,0,8,42,28,1,0,15,0,1,0,0,poorest
3,0,7,32,19,1,1,15,0,1,0,0,poorest
5,0,8,36,22,1,0,15,0,1,0,0,middle
3,0,3,29,20,1,1,15,1,0,0,0,poorest
4,0,4,15,5,1,1,15,1,0,0,0,poorest
4,14,7,23,10,1,1,15,1,0,0,0,poorest
2,28,10,30,14,1,0,15,1,0,0,0,poorer
6,0,7,17,4,1,1,15,0,1,0,0,poorer
4,0,6,25,13,1,0,15,1,0,0,0,poorer
4,24,8,34,20,1,0,15,0,1,0,0,richer
2,23,4,38,28,1,1,15,1,0,0,0,middle
5,34,4,37,27,1,1,15,0,1,0,0,poorest
4,16,7,36,23,1,1,15,1,0,0,0,poorest
3,0,0,45,39,1,1,15,0,0,0,0,poorest
3,30,6,34,22,1,1,15,1,0,0,0,richer
3,0,6,38,26,1,1,15,0,1,0,0,poorest
5,0,0,42,36,1,1,15,1,0,0,0,poorest
6,14,6,30,18,1,0,15,0,1,0,0,richer
2,0,0,40,34,1,1,15,1,0,0,0,poorest
4,28,10,28,12,1,0,15,1,0,0,0,poorest
6,26,8,28,14,1,1,15,1,0,0,0,poorer
6,32,7,39,26,1,1,15,0,1,0,0,poorest
3,0,0,35,29,1,1,15,1,0,0,0,poorest
3,0,7,45,32,1,1,15,1,0,0,0,poorest
5,8,8,27,13,1,1,15,1,0,0,0,middle
6,0,8,30,16,1,1,15,1,0,0,0,middle
3,35,10,37,21,1,1,15,1,0,0,0,richer
3,0,7,23,10,1,1,15,0,1,0,0,middle
4,0,8,38,24,1,1,15,0,0,0,1,richer
3,0,10,21,5,1,1,15,0,1,0,0,richer
7,0,2,30,22,1,1,15,0,1,0,0,poorest
6,0,10,27,11,1,0,15,0,1,0,1,richest
3,0,10,41,25,1,1,15,1,0,0,0,poorest
5,17,7,29,16,1,1,15,0,1,0,0,poorer
6,0,8,33,19,1,1,15,1,0,0,0,richer
5,37,0,47,41,1,1,15,0,1,0,0,poorest
7,26,0,31,25,1,1,15,0,1,0,0,poorest
5,28,8,30,16,1,0,15,1,0,0,1,richest
6,0,8,40,26,1,1,15,1,0,0,0,poorest
4,9,0,36,30,1,0,15,0,1,0,0,middle
5,0,8,29,15,1,1,15,1,0,0,0,middle
4,0,8,37,23,1,0,15,0,1,0,0,poorest
6,22,7,24,11,1,1,15,1,0,0,0,richer
2,0,8,35,21,1,0,15,1,0,0,0,middle
6,27,7,33,20,1,0,15,0,1,0,1,middle
3,0,10,47,31,1,0,15,1,0,0,0,richest
5,0,0,32,26,1,1,15,1,0,0,0,poorest
3,0,10,37,21,1,1,15,1,0,0,1,poorer
5,0,7,42,29,1,1,15,0,1,0,0,middle
2,0,7,23,10,1,1,15,0,1,0,0,poorer
2,0,10,31,15,1,0,15,1,0,0,0,richer
3,19,10,22,6,1,1,15,1,0,0,0,middle
3,0,0,22,16,1,1,15,1,0,0,0,poorest
5,22,8,36,22,1,1,15,0,1,0,0,poorer
6,0,8,38,24,1,1,15,0,1,0,1,poorer
6,24,7,24,11,1,0,15,0,1,0,0,poorest
7,31,8,45,31,1,1,15,0,1,0,0,middle
4,1,8,35,21,1,1,15,1,0,0,1,richer
3,13,7,27,14,1,1,15,1,0,0,0,poorest
6,0,8,15,1,1,1,15,0,1,0,0,poorer
3,0,6,47,35,1,1,15,0,1,0,0,middle
4,0,0,26,20,1,1,15,1,0,0,0,poorest
4,0,10,44,28,1,1,15,1,0,0,0,poorer
3,0,6,31,19,1,1,15,0,0,1,0,poorest
6,25,8,40,26,1,0,15,1,0,0,0,richer
4,0,7,47,34,1,1,15,1,0,0,0,poorer
6,27,10,37,21,1,1,15,1,0,0,0,poorer
4,0,7,49,36,1,1,15,0,0,0,0,poorest
5,,7,23,10,1,0,15,1,0,0,0,middle
5,0,8,30,16,1,1,15,1,0,0,0,poorer
4,0,8,34,20,1,1,15,1,0,0,0,poorer
2,0,0,38,32,1,1,15,0,0,0,0,poorer
5,0,8,34,20,1,1,15,0,1,0,0,middle
4,0,6,16,4,1,1,15,1,0,0,0,poorest
4,0,10,43,27,1,1,15,1,0,0,0,poorer
3,14,13,20,1,1,0,15,1,0,0,0,richest
2,23,10,23,7,1,0,15,1,0,0,0,richer
5,0,0,38,32,1,1,15,0,1,0,0,poorest
5,0,0,35,29,1,1,15,1,0,0,0,poorer
2,17,7,42,29,1,0,15,1,0,0,0,poorest
6,0,8,30,16,1,1,15,0,1,0,0,poorest
4,0,6,25,13,1,1,15,0,1,0,0,poorer
5,0,7,25,12,1,0,15,1,0,0,0,richer
3,16,10,20,4,1,1,15,0,1,0,0,middle
4,0,10,33,17,1,1,15,1,0,0,0,poorer
2,28,8,43,29,1,1,15,1,0,0,0,middle
5,0,8,20,6,1,1,15,1,0,0,0,poorer
2,0,7,15,2,1,1,15,0,1,0,0,poorest
6,0,7,45,32,1,1,15,1,0,0,0,poorest
4,20,7,29,16,1,1,15,1,0,0,1,middle
4,,8,21,7,1,1,15,0,1,0,0,poorest
6,25,15,28,7,1,1,15,1,0,0,0,middle
6,34,0,37,31,1,1,15,1,0,0,0,poorest
6,0,8,44,30,1,1,15,0,1,0,0,middle
2,0,13,19,0,1,0,15,1,0,0,0,richer
3,24,8,24,10,1,1,15,0,1,0,0,richer
5,16,8,37,23,1,1,15,1,0,0,0,poorer
3,,7,21,8,1,1,15,1,0,0,0,middle
3,0,8,36,22,1,0,15,1,0,0,0,poorest
5,22,10,29,13,1,1,15,1,0,0,0,poorest
4,25,7,32,19,1,0,15,0,1,0,0,richer
3,0,10,31,15,1,0,15,1,0,0,1,richer
3,10,7,39,26,1,1,15,0,1,0,0,middle
5,0,3,44,35,1,1,15,0,1,0,0,poorest
4,0,9,19,4,1,1,15,0,1,0,0,poorer
6,0,10,25,9,1,1,15,0,1,0,1,richer
4,20,6,44,32,1,1,15,0,1,0,0,poorest
5,19,9,32,17,1,1,15,1,0,0,0,poorer
4,26,8,28,14,1,1,15,0,1,0,0,middle
6,0,8,39,25,1,1,15,0,1,0,0,middle
3,16,5,48,37,1,0,15,1,0,0,0,middle
3,22,15,25,4,1,0,15,0,1,0,0,richer
2,0,6,39,27,1,0,15,1,0,0,0,richer
3,0,10,47,31,1,1,15,1,0,0,0,middle
6,18,10,33,17,1,1,15,0,1,0,0,middle
4,20,0,36,30,1,0,15,0,0,0,0,richest
5,16,7,36,23,1,1,15,1,0,0,0,poorest
6,13,5,34,23,1,1,15,0,1,0,0,poorer
3,0,0,30,24,1,1,15,0,0,0,0,poorest
4,0,10,31,15,1,1,15,0,1,0,0,poorer
3,0,5,29,18,1,1,15,1,0,0,0,poorest
3,22,10,30,14,1,1,15,1,0,0,0,poorest
4,20,6,45,33,1,1,15,0,1,0,0,middle
2,4,16,29,7,1,0,15,0,1,0,0,richest
6,0,7,42,29,1,0,15,0,1,0,1,richer
4,28,7,40,27,1,0,15,1,0,0,0,richest
4,0,8,42,28,1,1,15,0,1,0,0,middle
6,24,7,34,21,1,1,15,1,0,0,0,poorer
4,0,2,23,15,1,1,15,0,1,0,0,poorest
6,26,7,40,27,1,1,15,0,1,0,0,poorer
6,0,8,40,26,1,1,15,0,1,0,0,middle
5,18,6,26,14,1,1,15,0,1,0,0,middle
6,22,7,44,31,1,1,15,0,1,0,0,poorest
3,0,9,17,2,1,1,15,1,0,0,0,poorer
2,23,6,43,31,1,1,15,1,0,0,0,poorer
5,20,8,35,21,1,1,15,0,1,0,0,middle
3,0,6,42,30,1,1,15,0,1,0,0,poorer
7,0,10,28,12,1,1,15,1,0,0,1,richer
5,0,8,43,29,1,1,15,1,0,0,0,poorer
4,22,8,45,31,1,1,15,1,0,0,0,poorest
2,0,7,38,25,1,0,15,1,0,0,0,richer
2,0,7,33,20,1,0,15,1,0,0,0,poorer
4,18,8,20,6,1,1,15,1,0,0,0,poorer
6,0,7,48,35,1,0,15,0,1,0,0,middle
4,20,8,30,16,1,1,15,1,0,0,0,middle
4,0,9,29,14,1,1,15,1,0,0,0,middle
6,17,8,17,3,1,1,15,1,0,0,0,poorer
7,20,8,39,25,1,1,15,1,0,0,0,middle
2,0,6,38,26,1,1,15,1,0,0,0,middle
3,18,8,36,22,1,1,15,1,0,0,0,poorest
3,0,8,39,25,1,0,15,0,1,0,0,richer
5,14,8,15,1,1,1,15,1,0,0,0,poorest
6,22,4,43,33,1,1,15.5,0,1,0,0,poorest
6,0,0,45,39,1,1,16,0,1,0,0,poorest
4,27,8,31,17,1,1,16,0,1,0,0,richer
5,0,8,42,28,1,1,16,1,0,0,1,poorer
3,0,8,24,10,1,1,16,0,1,0,0,poorer
4,0,6,26,14,1,0,16,0,1,0,0,middle
3,34,3,38,29,1,0,16,0,1,0,0,middle
3,0,6,37,25,1,1,16,0,0,0,0,poorest
4,8,8,29,15,1,1,16,1,0,0,0,poorest
4,0,8,27,13,1,0,16,1,0,0,0,poorer
2,0,0,24,18,1,1,16,1,0,0,0,poorest
7,0,10,34,18,1,0,16,1,0,0,1,richer
5,14,8,17,3,1,1,16,1,0,0,0,poorer
7,0,3,47,38,1,1,16,1,0,0,0,poorer
5,19,4,36,26,1,1,16,0,1,0,0,middle
6,0,6,40,28,1,1,16,1,0,0,0,poorest
5,0,6,25,13,1,1,16,1,0,0,0,poorer
4,19,9,19,4,1,0,16,1,0,0,1,middle
6,34,0,44,38,1,1,16,1,0,0,0,poorer
3,0,0,32,26,1,1,16,0,1,0,0,poorest
4,24,3,36,27,1,1,16,1,0,0,0,poorest
4,23,8,46,32,1,1,16,1,0,0,1,richer
5,32,8,32,18,1,1,16,1,0,0,0,poorer
5,0,3,47,38,1,1,16,0,1,0,0,poorer
5,0,7,27,14,1,1,16,0,1,0,0,poorest
2,21,7,23,10,1,0,16,0,1,0,0,richer
6,27,10,34,18,1,1,16,1,0,0,0,middle
3,24,10,32,16,1,0,16,0,1,0,0,richer
6,0,0,43,37,1,1,16,1,0,0,0,poorer
4,27,8,37,23,1,1,17,0,1,0,0,poorer
6,25,7,25,12,1,0,17,0,0,0,0,richest
5,0,0,49,43,1,0,17,1,0,0,0,middle
6,30,7,45,32,1,1,17,1,0,0,0,poorer
2,14,15,22,1,1,1,17.299999,1,0,0,0,richer
2,30,8,46,32,1,1,17.5,0,1,0,0,poorest
3,0,0,40,34,1,1,18,0,1,0,0,poorest
3,0,8,41,27,1,1,18,0,1,0,0,poorest
6,0,8,37,23,1,1,18,0,1,0,0,poorer
6,0,0,45,39,1,1,18,1,0,0,0,poorest
4,16,7,41,28,1,1,18,1,0,0,0,poorer
5,21,0,36,30,1,1,18,0,1,0,0,poorest
6,36,10,39,23,1,0,18,0,1,0,0,richer
2,26,10,34,18,1,0,18,1,0,0,0,richer
3,29,7,44,31,1,1,18,0,1,0,0,middle
6,,7,46,33,1,1,18,0,1,0,0,poorest
3,0,8,46,32,1,1,18,0,0,0,0,middle
3,24,2,37,29,1,1,18,0,0,1,0,poorest
6,16,6,30,18,1,0,18,0,1,0,0,middle
3,27,8,27,13,1,1,18,0,1,0,0,middle
5,0,5,25,14,1,1,18,1,0,0,0,poorest
4,27,8,27,13,1,0,18,1,0,0,0,middle
6,22,2,46,38,1,0,18,0,0,0,0,middle
2,0,4,37,27,1,0,18,0,1,0,1,richer
5,0,6,34,22,1,0,18,1,0,0,1,poorer
6,13,7,43,30,1,0,18,1,0,0,0,poorer
3,0,8,34,20,1,1,18,0,1,0,0,middle
5,0,14,46,26,1,1,18.5,1,0,0,0,middle
4,0,9,40,25,1,0,19,0,1,0,0,richer
3,0,8,22,8,1,1,19,1,0,0,0,poorest
4,0,15,48,27,1,1,20,0,1,0,0,middle
4,3,7,43,30,1,1,20,0,1,0,1,poorer
3,0,8,39,25,1,1,20,0,1,0,0,poorer
3,0,8,28,14,1,1,20,0,0,0,0,poorest
4,0,7,34,21,1,1,20,1,0,0,0,middle
3,25,10,26,10,1,0,20,0,1,0,0,richer
3,0,0,33,27,1,1,20,1,0,0,0,poorest
3,0,8,38,24,1,1,20,1,0,0,1,richer
5,0,8,18,4,1,0,20,1,0,0,0,poorest
5,31,8,34,20,1,0,20,0,1,0,0,richest
6,29,7,31,18,1,0,20,0,1,0,0,richer
3,16,8,36,22,1,1,20,1,0,0,0,middle
4,0,5,34,23,1,1,20,1,0,0,0,poorer
7,27,10,45,29,1,1,20,1,0,0,0,poorer
3,20,10,44,28,1,0,20,1,0,0,0,middle
3,21,8,23,9,1,0,20,1,0,0,0,richer
3,19,12,39,21,1,0,20,1,0,0,1,richest
3,42,8,47,33,1,0,20,0,1,0,0,richer
2,0,0,31,25,1,1,20,1,0,0,0,poorest
3,0,8,42,28,1,1,20,1,0,0,0,poorest
6,0,8,46,32,1,1,20,0,1,0,0,middle
6,37,10,42,26,1,0,20,1,0,0,1,richest
6,0,2,24,16,1,1,20,0,1,0,0,poorest
4,0,10,41,25,1,1,20,0,0,1,0,richer
6,19,8,25,11,1,1,20,1,0,0,0,poorer
5,33,8,43,29,1,1,20,1,0,0,1,poorer
6,0,8,46,32,1,1,20,1,0,0,1,richer
7,0,6,20,8,1,1,20,1,0,0,0,poorest
4,0,10,29,13,1,1,20,1,0,0,0,richer
3,18,8,21,7,1,1,20,0,1,0,0,middle
6,0,8,40,26,1,0,20,0,1,0,1,richer
3,45,6,47,35,1,1,20,1,0,0,1,richer
3,0,7,48,35,1,1,20,0,1,0,0,poorer
6,0,8,31,17,1,1,20,0,1,0,0,poorest
