"","age","spotify_plays_day","marital_status","gender","genre","years_since_last_hit","revenue"
"649",32,9,"player","Male","hiphop",29,155325
"650",43,10,"boring","Female","hiphop",14,295845
"651",66,13,"player","Male","pop",44,219704
"652",49,13,"player","Male","pop",39,312828
"653",70,11,"single","Male","pop",28,130094
"654",26,14,"player","Female","pop",16,392236
"655",55,10,"player","Male","pop",28,882504
"656",22,12,"single","Female","pop",8,314782
"657",19,5,"single","Male","pop",12,452965
"658",22,13,"single","Female","pop",16,269375
"659",47,6,"player","Male","pop",41,104061
"660",57,9,"boring","Male","pop",48,95496
"661",35,9,"player","Male","pop",26,171533
"662",36,13,"player","Male","pop",24,610510
"663",37,7,"player","Male","pop",30,161332
"664",27,9,"single","Male","pop",15,251012
"665",35,9,"player","Male","pop",11,394347
"666",19,9,"single","Male","pop",13,698897
"667",31,13,"single","Female","pop",25,395999
"668",47,13,"player","Male","pop",26,217744
"669",60,9,"player","Male","pop",25,436642
"670",51,9,"boring","Female","pop",36,164703
"671",21,10,"single","Female","pop",18,344737
"672",44,14,"player","Male","pop",33,203309
"673",36,9,"boring","Female","pop",18,181253
"674",47,9,"player","Male","pop",41,204017
"675",47,10,"player","Male","pop",34,288849
"676",49,11,"boring","Male","pop",25,718730
"677",26,7,"single","Male","pop",10,375572
"678",34,14,"player","Male","hiphop",21,670534
"679",28,9,"single","Female","pop",13,365973
"680",44,10,"player","Male","pop",29,123818
"681",37,11,"player","Male","pop",27,140714
"682",20,10,"single","Female","pop",10,472717
"683",71,3,"player","Male","pop",28,218323
"684",41,16,"player","Male","pop",12,444066
"685",48,16,"player","Male","pop",33,180602
"686",53,10,"player","Male","pop",46,122857
"687",26,12,"player","Female","pop",21,270687
"688",27,9,"player","Male","hiphop",14,240464
"689",39,14,"player","Male","pop",36,113216
"690",41,12,"single","Female","pop",23,345451
"691",48,9,"single","Male","pop",46,110914
"692",33,15,"single","Female","pop",25,235574
"693",40,9,"player","Male","pop",36,295977
"694",25,10,"player","Male","pop",14,428241
"695",51,9,"boring","Female","pop",34,206217
"696",51,11,"boring","Female","pop",17,513955
"697",58,9,"boring","Male","pop",43,149207
"698",67,13,"boring","Female","pop",56,357365
"699",26,9,"player","Male","pop",20,259548
"700",22,6,"player","Male","pop",9,376600
"701",39,9,"boring","Male","pop",36,208906
"702",48,9,"player","Male","pop",36,241412
"703",47,15,"player","Male","pop",35,310686
"704",50,9,"boring","Female","pop",37,200608
"705",48,9,"player","Male","pop",34,161727
"706",23,9,"single","Male","hiphop",15,669432
"707",32,9,"player","Male","pop",21,323764
"708",20,9,"player","Female","pop",8,292869
"709",56,9,"boring","Male","pop",46,103511
"710",47,10,"boring","Male","pop",33,119556
"711",35,9,"boring","Male","pop",24,143639
"712",56,9,"player","Male","pop",38,123861
"713",57,14,"player","Male","pop",25,553734
"714",33,14,"single","Male","pop",30,171510
"715",45,13,"player","Male","pop",36,164307
"716",63,2,"player","Male","pop",32,99985
"717",48,9,"single","Female","pop",42,258496
"718",20,3,"single","Male","pop",9,256365
"719",50,13,"player","Male","pop",22,525374
"720",39,16,"player","Male","pop",14,253390
"721",52,7,"boring","Female","pop",45,163975
"722",58,4,"player","Male","pop",22,99888
"723",23,13,"single","Male","pop",9,173685
"724",29,9,"player","Male","pop",27,558414
"725",39,10,"single","Male","hiphop",37,244689
"726",19,9,"single","Male","pop",6,201931
"727",29,6,"boring","Female","pop",13,299608
"728",51,10,"player","Male","pop",25,738292
"729",41,2,"player","Male","pop",30,164174
"730",47,9,"player","Female","pop",46,84721
"731",18,8,"single","Male","pop",5,1083616
"732",25,10,"single","Female","pop",13,305356
"733",26,10,"single","Male","EDM",15,325507
"734",65,15,"boring","Male","pop",19,271315
"735",37,10,"player","Male","pop",19,277019
"736",40,11,"single","Male","pop",33,228698
"737",46,9,"boring","Female","pop",21,237570
"738",36,12,"boring","Male","pop",24,638136
"739",54,13,"boring","Female","hiphop",53,241154
"740",38,13,"player","Male","pop",34,349742
"741",36,10,"player","Male","hiphop",17,461153
"742",34,9,"boring","Female","pop",30,347757
"743",56,6,"boring","Female","pop",29,285124
"744",42,9,"player","Male","pop",25,299698
"745",39,13,"single","Female","pop",12,453687
"746",37,9,"player","Male","mumblerock",16,238050
"747",36,14,"single","Female","pop",27,498675
"748",67,9,"player","Male","pop",26,261869
"749",21,10,"single","Male","pop",13,255691
"750",25,13,"player","Male","pop",7,699028
"751",31,10,"boring","Female","pop",22,236189
"752",31,10,"single","Female","hiphop",11,287676
"753",35,14,"single","Male","pop",20,171631
"754",44,3,"player","Male","pop",16,343399
"755",62,15,"player","Male","pop",25,779580
"756",37,10,"single","Male","hiphop",25,286787
"757",26,13,"single","Male","pop",18,342901
"758",68,15,"player","Male","pop",63,97931
"759",44,9,"player","Male","hiphop",27,179092
"760",40,13,"single","Female","pop",14,631052
"761",27,9,"boring","Male","pop",19,461204
"762",24,13,"player","Male","pop",8,306731
"763",36,9,"boring","Male","pop",20,241993
"764",41,3,"boring","Male","pop",12,172090
"765",36,13,"boring","Female","pop",35,155694
"766",37,9,"boring","Male","pop",26,489853
"767",23,11,"single","Female","pop",18,360195
"768",30,9,"player","Male","pop",15,328372
"769",65,9,"boring","Female","pop",30,274526
"770",23,12,"single","Male","EDM",17,237539
"771",26,10,"single","Male","pop",14,516942
"772",60,9,"boring","Female","pop",45,107408
"773",27,14,"single","Male","EDM",17,382609
"774",24,10,"single","Male","pop",9,192381
"775",61,14,"player","Male","pop",50,94177
"776",38,9,"player","Male","pop",14,239397
"777",22,9,"single","Male","pop",18,156531
"778",37,13,"player","Male","pop",21,319599
"779",29,10,"boring","Female","pop",22,452774
"780",17,6,"single","Male","pop",16,274094
"781",60,7,"player","Male","pop",31,147602
"782",43,10,"player","Male","pop",14,493035
"783",34,9,"player","Male","pop",28,207784
"784",55,13,"player","Male","pop",29,591889
"785",49,9,"player","Male","pop",43,132815
"786",43,10,"boring","Female","pop",19,447732
"787",34,10,"player","Male","pop",16,155250
"788",21,9,"single","Male","pop",20,188670
"789",23,13,"single","Female","hiphop",15,664118
"790",43,11,"player","Male","pop",13,489850
"791",17,7,"single","Female","pop",11,236526
"792",31,9,"single","Male","pop",30,170349
"793",64,9,"boring","Male","hiphop",46,148713
"794",19,7,"single","Male","pop",9,445009
"795",54,13,"player","Male","pop",50,240181
"796",68,9,"player","Male","pop",34,155932
"797",33,14,"single","Male","EDM",25,288926
"798",32,10,"boring","Female","pop",21,228360
"799",55,14,"boring","Male","pop",32,162273
"800",69,9,"player","Male","pop",66,30217
"801",50,9,"boring","Female","pop",18,387490
"802",60,5,"player","Male","pop",35,166497
"803",35,4,"player","Male","pop",33,432321
"804",55,10,"boring","Male","pop",52,104456
"805",47,10,"player","Male","pop",23,145856
"806",35,11,"single","Male","pop",26,562701
"807",36,9,"boring","Female","hiphop",17,320080
"808",79,4,"player","Male","pop",53,79925
"809",55,13,"boring","Male","pop",52,90079
"810",57,9,"player","Male","pop",28,1076335
"811",23,7,"single","Male","pop",10,831220
"812",49,13,"player","Male","pop",17,487330
"813",37,9,"single","Male","pop",26,143485
"814",41,9,"player","Female","pop",26,415103
"815",66,9,"player","Male","pop",25,145678
"816",47,9,"player","Male","pop",20,218566
"817",46,10,"single","Female","hiphop",40,251206
"818",41,9,"single","Male","pop",28,195944
"819",56,14,"boring","Female","pop",48,101303
"820",17,6,"single","Male","pop",9,287919
"821",88,13,"single","Male","pop",33,188172
"822",38,9,"boring","Male","pop",24,326179
"823",37,10,"player","Male","pop",15,271615
"824",21,10,"single","Female","pop",11,390535
"825",25,5,"single","Male","pop",24,222331
"826",34,9,"single","Female","mumblerock",19,710312
"827",38,9,"player","Male","pop",16,297877
"828",23,8,"single","Male","pop",19,293861
"829",20,10,"boring","Female","pop",10,292596
"830",18,7,"single","Female","pop",12,307360
"831",31,9,"player","Male","pop",24,99572
"832",42,14,"single","Male","pop",23,498136
"833",26,9,"boring","Male","pop",17,368951
"834",18,10,"single","Female","pop",13,156069
"835",31,9,"boring","Female","pop",27,278613
"836",47,13,"player","Male","pop",32,357281
"837",61,9,"player","Male","pop",21,222128
"838",19,10,"single","Male","pop",16,249552
"839",18,7,"single","Male","pop",10,195634
"840",28,10,"player","Male","pop",23,177096
"841",24,9,"single","Male","pop",22,97816
"842",23,9,"player","Male","pop",22,151162
"843",49,10,"boring","Female","pop",22,801212
"844",45,9,"player","Male","EDM",31,154483
"845",22,13,"single","Female","pop",18,133426
"846",45,14,"player","Male","pop",32,214007
"847",22,13,"single","Male","pop",12,394628
"848",35,13,"player","Male","pop",31,282714
"849",67,9,"player","Male","pop",30,211509
"850",51,9,"player","Male","pop",30,182120
"851",22,9,"single","Female","hiphop",12,779997
"852",22,13,"single","Female","pop",19,158009
"853",28,9,"player","Male","pop",11,426487
"854",65,1,"player","Male","hiphop",60,62584
"855",27,10,"boring","Female","pop",11,292844
"856",21,7,"boring","Male","pop",17,816673
"857",27,10,"player","Male","pop",8,706494
"858",46,9,"player","Male","pop",14,367563
"859",24,9,"single","Male","pop",16,141867
"860",28,16,"single","Male","pop",8,241328
"861",32,10,"player","Female","hiphop",21,189564
"862",26,10,"single","Male","pop",11,296472
"863",25,9,"player","Male","pop",24,224526
"864",22,10,"single","Female","pop",15,240977
"865",37,13,"single","Female","pop",27,596499
"866",19,9,"single","Female","pop",11,346124
"867",42,10,"player","Male","pop",40,89522
"868",20,9,"single","Female","pop",18,523655
"869",42,14,"player","Male","EDM",32,352139
"870",25,12,"single","Male","pop",19,275111
"871",52,14,"player","Male","pop",31,220828
"872",35,10,"player","Male","pop",28,839984
"873",36,9,"player","Male","pop",20,239837
"874",29,9,"player","Male","pop",20,693730
"875",43,7,"single","Male","hiphop",37,264480
"876",52,10,"player","Female","pop",19,182477
"877",19,9,"single","Male","pop",7,318601
"878",53,9,"player","Male","pop",22,264971
"879",31,5,"player","Female","pop",28,174307
"880",47,9,"player","Female","pop",36,156851
"881",41,9,"player","Male","pop",37,131589
"882",64,13,"player","Male","pop",21,287199
"883",56,9,"player","Male","pop",29,244905
"884",50,9,"single","Male","pop",23,333913
"885",17,6,"single","Female","pop",16,159644
"886",31,11,"single","Female","pop",18,499560
"887",54,10,"boring","Male","pop",29,405002
"888",36,13,"boring","Male","pop",12,350139
"889",44,10,"boring","Male","pop",29,369254
"890",55,9,"player","Female","pop",41,404743
"891",40,9,"single","Female","pop",21,116970
"892",37,2,"player","Male","pop",15,230046
"893",17,7,"single","Male","pop",10,304088
"894",67,10,"boring","Female","pop",38,355255
"895",24,7,"single","Female","pop",11,286851
"896",57,15,"player","Male","pop",34,72264
"897",43,9,"single","Female","pop",25,248279
"898",52,2,"player","Male","pop",51,61029
"899",22,7,"boring","Male","pop",14,473465
"900",36,9,"boring","Female","hiphop",24,556895
"901",38,14,"player","Male","pop",36,113643
"902",24,11,"single","Female","EDM",11,425184
"903",40,9,"boring","Female","pop",35,263337
"904",43,9,"boring","Male","pop",14,909575
"905",26,9,"single","Female","hiphop",25,268698
"906",44,12,"boring","Male","pop",42,281468
"907",27,11,"player","Female","pop",17,441397
"908",68,12,"boring","Female","pop",27,405995
"909",35,13,"player","Male","pop",12,609052
"910",33,9,"player","Female","pop",14,350775
"911",27,10,"boring","Female","hiphop",19,1165884
"912",50,9,"boring","Female","pop",44,227192
"913",24,9,"single","Female","pop",18,322710
"914",23,12,"single","Female","pop",13,177374
"915",54,9,"player","Male","pop",33,212197
"916",53,9,"boring","Female","hiphop",51,193739
"917",27,10,"single","Male","pop",20,1158812
"918",50,9,"player","Male","pop",42,139050
"919",42,9,"boring","Male","pop",37,245293
"920",36,9,"single","Male","hiphop",23,118720
"921",50,7,"boring","Female","pop",26,267259
"922",32,2,"single","Male","pop",17,193541
"923",31,10,"player","Male","pop",27,206053
"924",27,9,"single","Male","pop",21,596175
"925",52,13,"boring","Male","pop",46,234874
"926",37,10,"boring","Female","pop",16,744074
"927",30,9,"single","Male","pop",16,152111
"928",36,10,"boring","Female","hiphop",22,463185
"929",28,10,"single","Female","hiphop",25,754177
"930",17,6,"single","Male","pop",8,387304
"931",20,10,"single","Female","pop",17,476624
"932",19,6,"single","Female","pop",9,324005
"933",45,10,"player","Male","pop",39,650131
"934",48,13,"boring","Male","pop",21,270076
"935",28,10,"single","Male","pop",27,234910
"936",23,13,"single","Female","pop",21,571793
"937",55,10,"boring","Female","pop",25,253361
"938",19,10,"single","Male","pop",7,387278
"939",54,14,"boring","Male","pop",39,272527
"940",76,6,"player","Male","pop",38,140798
"941",43,4,"player","Male","pop",22,261527
"942",23,2,"player","Female","mumblerock",22,108952
"943",53,10,"player","Male","pop",32,290919
"944",28,9,"single","Female","pop",14,476719
"945",59,13,"player","Male","pop",36,263179
"946",21,9,"player","Male","pop",14,233436
"947",59,7,"player","Male","pop",34,182504
"948",54,2,"boring","Female","pop",30,266027
"949",41,12,"boring","Female","pop",32,498887
"950",28,9,"single","Male","pop",12,331002
"951",25,9,"single","Male","pop",9,367709
"952",37,10,"boring","Male","pop",34,141188
"953",27,10,"player","Male","pop",24,172066
"954",50,13,"player","Male","pop",26,361921
"955",57,13,"player","Male","pop",33,264997
"956",47,9,"player","Male","pop",37,264731
"957",20,5,"single","Female","pop",19,265964
"958",22,7,"single","Male","pop",15,217648
"959",28,11,"single","Male","pop",20,472583
"960",39,14,"boring","Male","EDM",25,345921
"961",22,9,"single","Female","pop",10,224135
"962",63,10,"player","Male","pop",55,82249
"963",50,9,"player","Male","pop",31,458271
"964",31,14,"player","Male","pop",23,420325
"965",38,9,"player","Male","pop",36,220092
"966",43,9,"player","Male","pop",32,390982
"967",33,14,"player","Male","pop",24,262966
"968",27,9,"player","Male","pop",10,275333
"969",37,9,"player","Male","hiphop",20,368885
"970",19,10,"single","Male","pop",15,1113634
"971",40,12,"player","Male","pop",39,200251
"972",24,13,"single","Male","hiphop",15,368072
"973",18,9,"single","Female","pop",14,435061
"974",66,10,"player","Male","pop",29,157258
"975",35,10,"single","Male","pop",22,432772
"976",30,10,"single","Female","pop",24,575875
"977",32,9,"player","Male","pop",16,224451
"978",34,14,"player","Male","pop",22,258983
"979",59,14,"player","Male","pop",56,92862
"980",62,9,"boring","Male","pop",19,270811
"981",35,12,"player","Male","pop",15,322933
"982",59,14,"single","Female","pop",38,251379
"983",23,10,"single","Female","pop",18,298022
"984",56,9,"player","Male","pop",42,76224
"985",50,10,"player","Male","hiphop",41,212428
"986",51,13,"boring","Male","pop",26,544007
"987",57,14,"player","Male","pop",47,126555
"988",53,9,"player","Female","pop",29,228051
"989",21,9,"single","Male","pop",18,705341
"990",33,10,"boring","Male","hiphop",25,474401
"991",56,14,"player","Female","pop",30,249694
"992",26,13,"single","Female","pop",19,292417
"993",52,14,"player","Male","pop",28,385667
"994",36,9,"player","Male","pop",23,76124
"995",51,9,"player","Female","pop",24,216298
"996",57,13,"player","Female","pop",39,193187
"997",17,7,"single","Female","pop",7,248061
"998",54,13,"single","Female","EDM",25,391755
"999",57,9,"player","Female","pop",49,130130
"1000",46,10,"boring","Male","pop",26,97605
"1001",54,10,"boring","Female","pop",51,268491
"1002",55,11,"player","Male","pop",53,45056
"1003",26,10,"player","Male","pop",9,455875
"1004",53,15,"single","Female","pop",48,293114
"1005",31,13,"player","Male","pop",17,286813
"1006",32,13,"single","Male","pop",12,324810
"1007",55,10,"boring","Male","pop",52,86275
"1008",61,4,"player","Male","hiphop",29,244262
"1009",28,13,"single","Female","EDM",18,469705
"1010",63,13,"player","Male","pop",38,159928
"1011",49,6,"boring","Male","pop",38,97424
"1012",21,9,"single","Male","pop",18,190927
"1013",32,12,"boring","Male","pop",29,108663
"1014",19,7,"single","Male","pop",9,500271
"1015",28,9,"single","Male","pop",18,280823
"1016",26,12,"single","Female","pop",13,389048
"1017",35,10,"boring","Male","pop",29,178412
"1018",52,7,"boring","Male","hiphop",34,233334
"1019",47,9,"player","Male","pop",29,186243
"1020",46,9,"player","Male","pop",32,227691
"1021",23,13,"player","Male","pop",15,189442
"1022",33,4,"player","Male","pop",27,269989
"1023",45,9,"player","Female","pop",35,186005
"1024",59,9,"player","Male","pop",32,439357
"1025",60,10,"boring","Female","pop",32,53788
"1026",57,10,"boring","Female","pop",20,359521
"1027",35,13,"single","Female","hiphop",31,243664
"1028",38,9,"single","Male","pop",28,97900
"1029",43,9,"player","Female","pop",14,436851
"1030",39,13,"single","Male","pop",16,269185
"1031",38,7,"player","Male","pop",14,1214723
"1032",21,11,"player","Female","pop",16,144844
"1033",37,5,"player","Male","pop",25,190157
"1034",17,8,"single","Male","pop",8,765827
"1035",23,13,"single","Male","pop",7,818861
"1036",41,13,"boring","Male","pop",33,365028
"1037",35,9,"player","Male","pop",33,178532
"1038",24,13,"single","Male","pop",15,359137
"1039",23,13,"single","Female","pop",18,330494
"1040",39,9,"single","Male","pop",28,248921
"1041",45,9,"boring","Female","pop",16,284764
"1042",51,15,"player","Male","pop",48,457744
"1043",50,6,"player","Male","pop",27,429393
"1044",21,10,"single","Female","pop",20,211848
"1045",41,13,"player","Male","pop",39,167162
"1046",30,14,"single","Male","pop",15,676192
"1047",34,9,"single","Female","pop",11,337958
"1048",46,12,"single","Male","pop",28,328225
"1049",36,10,"player","Male","pop",27,563566
"1050",25,9,"boring","Male","pop",18,245215
"1051",48,15,"boring","Female","pop",42,168051
"1052",18,9,"single","Male","pop",16,212332
"1053",36,13,"player","Female","pop",12,498067
"1054",41,10,"player","Male","pop",25,178511
"1055",50,13,"boring","Male","pop",41,48835
"1056",22,10,"single","Male","pop",10,339446
"1057",71,14,"boring","Female","pop",32,113797
"1058",54,10,"single","Female","pop",25,209492
"1059",57,9,"player","Male","pop",17,308536
"1060",31,9,"single","Male","pop",16,187130
"1061",48,12,"boring","Male","pop",41,76888
"1062",46,14,"boring","Female","pop",42,122657
"1063",22,13,"single","Female","pop",19,212157
"1064",37,9,"single","Male","hiphop",18,525308
"1065",17,7,"single","Female","pop",16,294530
"1066",62,9,"boring","Female","hiphop",28,217496
"1067",52,6,"player","Male","pop",36,98825
"1068",40,14,"player","Male","pop",29,192086
"1069",19,10,"single","Female","pop",17,419039
"1070",36,9,"player","Male","pop",29,208191
"1071",38,10,"player","Male","pop",28,350039
"1072",63,4,"player","Male","pop",21,513644
"1073",39,12,"player","Female","pop",37,321438
"1074",33,7,"player","Male","pop",25,359482
"1075",37,9,"boring","Female","pop",11,306517
"1076",49,14,"boring","Female","pop",48,167973
"1077",36,13,"single","Female","pop",14,281157
"1078",31,9,"player","Male","pop",25,162281
"1079",44,14,"player","Male","pop",42,159218
"1080",24,9,"single","Male","pop",12,502790
"1081",57,13,"player","Male","pop",33,152652
"1082",39,3,"player","Male","pop",22,261835
"1083",27,13,"single","Male","pop",24,253898
"1084",27,15,"player","Male","pop",26,616702
"1085",30,10,"player","Male","pop",17,750709
"1086",50,10,"player","Male","pop",33,254267
"1087",41,10,"player","Male","pop",13,325791
"1088",57,9,"player","Male","pop",30,308425
"1089",41,9,"player","Male","pop",21,208244
"1090",40,16,"player","Male","pop",27,307772
"1091",19,10,"single","Male","pop",18,596709
"1092",46,9,"player","Female","pop",29,177586
"1093",68,3,"boring","Male","pop",20,226859
"1094",27,9,"player","Male","hiphop",8,389897
"1095",19,9,"single","Male","hiphop",16,364775
"1096",53,12,"boring","Female","pop",50,187933
"1097",38,13,"player","Male","pop",33,152643
"1098",44,3,"player","Male","pop",27,170162
"1099",25,10,"single","Female","pop",19,266065
"1100",28,13,"player","Female","pop",13,154891
"1101",32,13,"single","Female","pop",10,481939
"1102",21,13,"single","Female","hiphop",7,469305
"1103",23,9,"single","Female","pop",17,909051
"1104",28,9,"player","Male","pop",22,453691
"1105",46,12,"player","Male","pop",22,436774
"1106",27,9,"single","Female","pop",19,469331
"1107",33,9,"single","Male","pop",16,134245
"1108",28,10,"single","Male","pop",23,419136
"1109",57,9,"player","Female","pop",22,233084
"1110",22,10,"single","Male","pop",15,105487
"1111",55,15,"player","Male","pop",19,245683
"1112",58,6,"player","Male","pop",22,755723
"1113",33,5,"player","Male","mumblerock",32,158302
"1114",23,7,"single","Male","pop",18,172958
"1115",40,9,"player","Male","pop",12,663362
"1116",52,10,"player","Male","pop",32,145698
"1117",49,11,"player","Male","hiphop",27,187278
"1118",46,14,"single","Male","pop",26,292689
"1119",25,5,"single","Male","pop",11,407299
"1120",38,13,"player","Male","pop",37,101500
"1121",60,9,"player","Male","pop",19,576425
"1122",26,11,"single","Female","pop",10,259369
"1123",20,9,"single","Male","pop",9,272573
"1124",56,9,"boring","Female","hiphop",41,375034
"1125",44,13,"boring","Male","pop",37,557442
"1126",30,14,"player","Male","pop",22,756631
"1127",38,13,"player","Male","pop",27,474288
"1128",57,10,"player","Male","pop",30,224812
"1129",53,13,"boring","Male","EDM",34,655287
"1130",19,10,"single","Female","pop",13,265912
"1131",45,13,"player","Male","pop",28,556484
"1132",28,10,"single","Male","pop",17,245483
"1133",62,9,"player","Male","pop",56,295999
"1134",39,9,"boring","Male","pop",20,737896
"1135",34,9,"player","Male","pop",15,373897
"1136",34,16,"player","Male","pop",11,359126
"1137",24,13,"single","Male","pop",20,429998
"1138",76,9,"player","Male","pop",69,49326
"1139",61,9,"player","Male","pop",46,292934
"1140",34,13,"boring","Female","pop",18,303133
"1141",67,16,"player","Male","pop",61,161871
"1142",28,9,"single","Male","EDM",24,185230
"1143",34,9,"player","Male","pop",33,183680
"1144",20,10,"single","Male","pop",6,755015
"1145",31,9,"boring","Female","pop",24,368445
"1146",40,13,"boring","Male","pop",16,250196
"1147",20,9,"single","Male","pop",9,529362
"1148",50,14,"player","Male","pop",23,897937
"1149",39,7,"player","Male","pop",24,167904
"1150",53,9,"boring","Female","pop",30,339410
"1151",46,9,"player","Male","pop",30,189737
"1152",18,7,"single","Male","hiphop",10,287319
"1153",65,11,"boring","Female","pop",55,140057
"1154",28,9,"boring","Male","pop",25,308190
"1155",24,13,"player","Male","pop",11,339864
"1156",28,7,"single","Female","pop",26,338705
"1157",26,9,"player","Male","pop",20,318289
"1158",36,10,"single","Female","pop",29,147630
"1159",64,9,"player","Male","pop",22,423970
"1160",48,6,"player","Male","pop",23,628311
"1161",23,4,"single","Male","pop",10,589853
"1162",48,9,"single","Male","pop",31,260387
"1163",20,9,"single","Male","pop",13,216321
"1164",37,13,"player","Male","mumblerock",20,437040
"1165",61,13,"player","Male","pop",55,125217
"1166",38,9,"player","Male","pop",25,455031
"1167",51,13,"player","Male","pop",39,270167
"1168",69,9,"boring","Female","pop",27,156148
"1169",42,11,"boring","Female","hiphop",28,312851
"1170",43,15,"player","Male","pop",25,500904
"1171",34,11,"single","Female","pop",29,330244
"1172",37,9,"player","Male","pop",20,204937
"1173",52,9,"player","Male","pop",27,220698
"1174",45,10,"boring","Female","pop",40,356722
"1175",54,9,"player","Male","pop",32,219131
"1176",26,10,"player","Male","pop",17,711355
"1177",40,9,"player","Female","pop",16,182222
"1178",54,9,"player","Male","hiphop",37,106381
"1179",22,9,"single","Male","pop",20,389050
"1180",63,10,"player","Male","EDM",52,73418
"1181",34,13,"player","Male","pop",30,127309
"1182",30,11,"single","Male","EDM",16,366371
"1183",27,13,"single","Female","pop",14,593530
"1184",22,10,"single","Male","pop",18,387628
"1185",50,14,"boring","Male","pop",46,184445
"1186",43,9,"player","Male","pop",41,99247
"1187",38,10,"single","Male","mumblerock",21,149436
"1188",48,14,"player","Male","pop",41,204512
"1189",36,9,"single","Female","hiphop",25,311437
"1190",39,10,"player","Male","pop",24,213927
"1191",61,13,"player","Female","pop",34,244883
"1192",30,11,"player","Male","pop",12,193343
"1193",37,9,"player","Male","pop",15,111911
"1194",27,10,"player","Male","pop",25,205391
"1195",72,4,"boring","Female","pop",30,158618
"1196",74,8,"player","Male","pop",64,59401
"1197",51,9,"player","Male","pop",35,113150
"1198",27,13,"single","Female","pop",13,448613
"1199",20,10,"single","Male","hiphop",18,358614
"1200",29,7,"boring","Female","hiphop",14,429918
"1201",52,10,"player","Male","pop",18,765991
"1202",28,9,"single","Female","hiphop",26,277779
"1203",49,2,"single","Female","pop",23,223847
"1204",20,10,"single","Female","pop",19,167390
"1205",34,9,"player","Male","pop",28,433877
"1206",55,9,"player","Male","pop",44,37447
"1207",40,9,"player","Male","pop",21,310704
"1208",47,13,"player","Male","pop",43,99718
"1209",21,10,"single","Female","EDM",7,190577
"1210",38,10,"player","Male","pop",35,169238
"1211",24,10,"single","Female","pop",7,990637
"1212",41,3,"player","Male","pop",15,173920
"1213",45,9,"boring","Male","pop",38,105536
"1214",29,13,"single","Male","pop",28,353996
"1215",22,12,"single","Female","EDM",20,359328
"1216",23,9,"single","Female","pop",15,276621
"1217",72,10,"boring","Female","pop",69,49930
"1218",50,9,"player","Male","hiphop",44,84901
"1219",39,14,"single","Male","pop",12,385314
"1220",33,10,"player","Male","pop",28,265581
"1221",59,13,"player","Male","pop",24,158892
"1222",30,10,"player","Male","pop",16,270031
"1223",32,13,"player","Male","pop",25,190050
"1224",19,10,"single","Female","pop",13,104300
"1225",46,14,"single","Female","pop",42,370416
"1226",42,10,"player","Male","pop",31,312753
"1227",39,14,"player","Male","pop",27,534396
"1228",44,10,"player","Male","pop",38,172190
"1229",41,9,"player","Male","pop",15,696597
"1230",48,9,"boring","Male","pop",30,230007
"1231",27,11,"single","Male","pop",8,310992
"1232",70,5,"player","Male","pop",59,28516
"1233",27,6,"single","Male","pop",14,287962
"1234",35,9,"boring","Female","pop",18,266409
"1235",34,13,"single","Female","EDM",16,262834
"1236",33,9,"boring","Female","pop",14,311997
"1237",37,12,"player","Male","pop",13,204236
"1238",32,11,"single","Female","pop",27,316710
"1239",22,13,"single","Female","pop",14,264683
"1240",31,13,"single","Male","pop",18,307809
"1241",40,5,"boring","Female","pop",29,321773
"1242",52,11,"player","Male","pop",50,114687
"1243",54,9,"single","Female","hiphop",26,195548
"1244",19,7,"single","Female","pop",15,165025
"1245",31,9,"boring","Male","pop",23,554956
"1246",39,11,"player","Female","pop",14,262892
"1247",47,10,"player","Male","pop",33,197109
"1248",46,14,"boring","Female","pop",42,113377
"1249",41,9,"boring","Female","pop",38,273571
"1250",24,13,"single","Male","pop",20,974611
"1251",36,8,"single","Male","pop",32,124705
"1252",27,13,"player","Female","mumblerock",25,455414
"1253",56,9,"player","Male","pop",36,142161
"1254",48,11,"boring","Female","pop",42,201794
"1255",62,9,"single","Female","hiphop",32,115822
"1256",45,14,"player","Male","pop",17,597464
"1257",24,8,"single","Male","pop",7,568712
"1258",27,9,"single","Male","pop",22,446732
"1259",31,4,"boring","Female","pop",9,464550
"1260",20,10,"single","Male","pop",6,512012
"1261",23,9,"single","Male","pop",18,511942
"1262",35,9,"player","Male","pop",33,243370
"1263",51,13,"player","Male","pop",18,544840
"1264",42,10,"boring","Male","pop",24,386090
"1265",41,9,"boring","Male","pop",36,228445
"1266",32,9,"player","Male","pop",12,431052
"1267",32,10,"boring","Female","pop",27,126279
"1268",45,10,"boring","Female","pop",27,319753
"1269",26,4,"single","Male","pop",22,217280
"1270",40,9,"boring","Female","pop",22,400781
"1271",22,10,"single","Male","pop",14,563736
"1272",20,9,"single","Male","pop",17,201883
"1273",90,9,"player","Male","pop",30,248461
"1274",47,9,"player","Male","pop",14,334881
"1275",48,10,"player","Male","pop",18,328501
"1276",41,11,"boring","Female","hiphop",17,346237
"1277",21,9,"single","Male","pop",19,285352
"1278",25,13,"single","Male","pop",11,335366
"1279",48,13,"single","Female","pop",31,68507
"1280",51,9,"player","Male","pop",21,426755
"1281",20,9,"single","Male","mumblerock",12,583536
"1282",42,10,"single","Male","pop",19,196522
"1283",63,15,"player","Male","pop",56,99944
"1284",47,6,"player","Male","pop",44,150646
"1285",49,13,"player","Male","pop",23,444265
