"","hhincome","educ_wife_lvl","educ_husb_lvl","hours_housewk_husb","hours_housewk_wife","educ_wife_lvl_LessHS","educ_wife_lvl_SomeUN","educ_wife_lvl_UNIV","educ_husb_lvl_LessHS","educ_husb_lvl_SomeUN","educ_husb_lvl_UNIV","both_univ","both_hs"
"1615",176,"SomeUN","UNIV",6.07,12.46,0,1,0,0,0,1,0,0
"1616",95,"LessHS","SomeUN",1.49,3.76,1,0,0,0,1,0,0,0
"1617",98,"LessHS","LessHS",0,3.5,1,0,0,1,0,0,0,1
"1618",165,"SomeUN","SomeUN",4.36,10.55,0,1,0,0,1,0,0,0
"1619",171,"SomeUN","UNIV",5.57,11.96,0,1,0,0,0,1,0,0
"1620",147,"UNIV","SomeUN",3.55,8.18,0,0,1,0,1,0,0,0
"1621",65,"LessHS","LessHS",0,0.45,1,0,0,1,0,0,0,1
"1622",134,"LessHS","LessHS",2.67,6.62,1,0,0,1,0,0,0,1
"1623",201,"LessHS","UNIV",10.85,17.38,1,0,0,0,0,1,0,0
"1624",190,"LessHS","UNIV",9.24,15.18,1,0,0,0,0,1,0,0
"1625",104,"LessHS","SomeUN",2.49,4.41,1,0,0,0,1,0,0,0
"1626",102,"UNIV","LessHS",0.4,3.52,0,0,1,1,0,0,0,0
"1627",181,"SomeUN","SomeUN",6.8,13.14,0,1,0,0,1,0,0,0
"1628",165,"SomeUN","UNIV",4.42,11.12,0,1,0,0,0,1,0,0
"1629",146,"UNIV","SomeUN",3.64,8.32,0,0,1,0,1,0,0,0
"1630",178,"LessHS","SomeUN",7.97,13.53,1,0,0,0,1,0,0,0
"1631",125,"UNIV","LessHS",5.27,5.97,0,0,1,1,0,0,0,0
"1632",167,"SomeUN","SomeUN",4.78,11.04,0,1,0,0,1,0,0,0
"1633",164,"SomeUN","SomeUN",4.39,10.43,0,1,0,0,1,0,0,0
"1634",146,"SomeUN","SomeUN",2.22,8.13,0,1,0,0,1,0,0,0
"1635",79,"LessHS","LessHS",0,1.94,1,0,0,1,0,0,0,1
"1636",172,"SomeUN","LessHS",6.35,11.95,0,1,0,1,0,0,0,0
"1637",182,"SomeUN","SomeUN",7.61,14.02,0,1,0,0,1,0,0,0
"1638",144,"LessHS","SomeUN",3.63,8.46,1,0,0,0,1,0,0,0
"1639",148,"LessHS","SomeUN",5.25,9,1,0,0,0,1,0,0,0
"1640",91,"LessHS","SomeUN",1.67,3.56,1,0,0,0,1,0,0,0
"1641",210,"SomeUN","SomeUN",10.65,18.46,0,1,0,0,1,0,0,0
"1642",128,"UNIV","LessHS",4.18,6.23,0,0,1,1,0,0,0,0
"1643",176,"SomeUN","UNIV",6.26,12.8,0,1,0,0,0,1,0,0
"1644",142,"SomeUN","SomeUN",1.51,7.63,0,1,0,0,1,0,0,0
"1645",165,"LessHS","LessHS",4.13,10.67,1,0,0,1,0,0,0,1
"1646",123,"LessHS","SomeUN",0.2,5.61,1,0,0,0,1,0,0,0
"1647",80,"LessHS","LessHS",0,1.3,1,0,0,1,0,0,0,1
"1648",150,"SomeUN","SomeUN",3.29,8.89,0,1,0,0,1,0,0,0
"1649",37,"LessHS","LessHS",2.18,1.04,1,0,0,1,0,0,0,1
"1650",139,"LessHS","UNIV",3.66,8.36,1,0,0,0,0,1,0,0
"1651",101,"LessHS","LessHS",0,3.01,1,0,0,1,0,0,0,1
"1652",154,"LessHS","UNIV",5.7,9.97,1,0,0,0,0,1,0,0
"1653",200,"SomeUN","SomeUN",8.7,16.76,0,1,0,0,1,0,0,0
"1654",108,"LessHS","LessHS",0,3.96,1,0,0,1,0,0,0,1
"1655",169,"LessHS","LessHS",5.85,11.32,1,0,0,1,0,0,0,1
"1656",122,"LessHS","SomeUN",0.00999999999999979,5.5,1,0,0,0,1,0,0,0
"1657",190,"UNIV","UNIV",7.26,14.73,0,0,1,0,0,1,1,0
"1658",182,"UNIV","SomeUN",8.4,13.61,0,0,1,0,1,0,0,0
"1659",124,"LessHS","LessHS",0,5.74,1,0,0,1,0,0,0,1
"1660",128,"LessHS","SomeUN",6.03,7.21,1,0,0,0,1,0,0,0
"1661",169,"LessHS","UNIV",5.61,12.13,1,0,0,0,0,1,0,0
"1662",137,"LessHS","LessHS",5.31,7.43,1,0,0,1,0,0,0,1
"1663",126,"LessHS","SomeUN",2.93,6.26,1,0,0,0,1,0,0,0
"1664",134,"LessHS","UNIV",4.18,7.76,1,0,0,0,0,1,0,0
"1665",122,"LessHS","SomeUN",1.79,6.02,1,0,0,0,1,0,0,0
"1666",148,"SomeUN","SomeUN",1.94,8.41,0,1,0,0,1,0,0,0
"1667",137,"LessHS","SomeUN",4.41,7.87,1,0,0,0,1,0,0,0
"1668",118,"LessHS","LessHS",1.3,5.43,1,0,0,1,0,0,0,1
"1669",123,"LessHS","SomeUN",0.72,5.64,1,0,0,0,1,0,0,0
"1670",145,"LessHS","LessHS",2.92,8.64,1,0,0,1,0,0,0,1
"1671",115,"LessHS","LessHS",0.31,4.72,1,0,0,1,0,0,0,1
"1672",208,"UNIV","SomeUN",12.02,18.24,0,0,1,0,1,0,0,0
"1673",102,"LessHS","SomeUN",0.3,4.01,1,0,0,0,1,0,0,0
"1674",102,"LessHS","SomeUN",0,4.29,1,0,0,0,1,0,0,0
"1675",150,"LessHS","UNIV",4.95,9.3,1,0,0,0,0,1,0,0
"1676",134,"LessHS","SomeUN",1.37,6.92,1,0,0,0,1,0,0,0
"1677",160,"LessHS","SomeUN",6.77,10.86,1,0,0,0,1,0,0,0
"1678",164,"LessHS","SomeUN",8.39,11.58,1,0,0,0,1,0,0,0
"1679",65,"LessHS","LessHS",0,1.99,1,0,0,1,0,0,0,1
"1680",141,"SomeUN","UNIV",1.75,7.8,0,1,0,0,0,1,0,0
"1681",96,"LessHS","LessHS",0,3.05,1,0,0,1,0,0,0,1
"1682",92,"LessHS","SomeUN",0.36,3.68,1,0,0,0,1,0,0,0
"1683",180,"UNIV","SomeUN",7.24,13.33,0,0,1,0,1,0,0,0
"1684",165,"LessHS","UNIV",7.19,11.5,1,0,0,0,0,1,0,0
"1685",123,"LessHS","SomeUN",3.82,6.67,1,0,0,0,1,0,0,0
"1686",140,"LessHS","LessHS",5.15,8.32,1,0,0,1,0,0,0,1
"1687",196,"LessHS","UNIV",11.34,16.53,1,0,0,0,0,1,0,0
"1688",176,"SomeUN","LessHS",8.35,12.76,0,1,0,1,0,0,0,0
"1689",113,"LessHS","SomeUN",1.03,4.92,1,0,0,0,1,0,0,0
"1690",155,"SomeUN","SomeUN",2.83,9.61,0,1,0,0,1,0,0,0
"1691",127,"SomeUN","LessHS",1.34,5.82,0,1,0,1,0,0,0,0
"1692",111,"LessHS","LessHS",0,4.03,1,0,0,1,0,0,0,1
"1693",65,"LessHS","LessHS",0,0.9,1,0,0,1,0,0,0,1
"1694",53,"LessHS","LessHS",0,0.81,1,0,0,1,0,0,0,1
"1695",145,"LessHS","LessHS",3.67,8.12,1,0,0,1,0,0,0,1
"1696",132,"SomeUN","SomeUN",0.57,6.36,0,1,0,0,1,0,0,0
"1697",83,"LessHS","SomeUN",1.06,3.06,1,0,0,0,1,0,0,0
"1698",103,"LessHS","LessHS",0,3.66,1,0,0,1,0,0,0,1
"1699",118,"SomeUN","UNIV",0.11,5.35,0,1,0,0,0,1,0,0
"1700",76,"LessHS","LessHS",0,1.27,1,0,0,1,0,0,0,1
"1701",88,"LessHS","LessHS",0,2.05,1,0,0,1,0,0,0,1
"1702",186,"UNIV","LessHS",8.56,14.13,0,0,1,1,0,0,0,0
"1703",41,"LessHS","LessHS",0,0.87,1,0,0,1,0,0,0,1
"1704",103,"SomeUN","LessHS",0.0800000000000001,3.57,0,1,0,1,0,0,0,0
"1705",157,"LessHS","SomeUN",4.21,10.26,1,0,0,0,1,0,0,0
"1706",192,"UNIV","UNIV",7.71,15.46,0,0,1,0,0,1,1,0
"1707",107,"LessHS","LessHS",3.33,4.95,1,0,0,1,0,0,0,1
"1708",211,"SomeUN","UNIV",11.56,18.49,0,1,0,0,0,1,0,0
"1709",163,"SomeUN","SomeUN",4.1,10.42,0,1,0,0,1,0,0,0
"1710",55,"LessHS","LessHS",0,1.07,1,0,0,1,0,0,0,1
"1711",124,"LessHS","LessHS",0.0499999999999998,5.81,1,0,0,1,0,0,0,1
"1712",173,"LessHS","UNIV",7.53,12.48,1,0,0,0,0,1,0,0
"1713",81,"LessHS","SomeUN",1.93,2.99,1,0,0,0,1,0,0,0
"1714",118,"LessHS","LessHS",1.18,4.94,1,0,0,1,0,0,0,1
"1715",200,"UNIV","UNIV",10.78,16.75,0,0,1,0,0,1,1,0
"1716",126,"LessHS","SomeUN",2.98,6.43,1,0,0,0,1,0,0,0
"1717",189,"LessHS","SomeUN",10.2,15.59,1,0,0,0,1,0,0,0
"1718",94,"LessHS","LessHS",1.39,3.54,1,0,0,1,0,0,0,1
"1719",153,"LessHS","SomeUN",4.74,9.59,1,0,0,0,1,0,0,0
"1720",153,"LessHS","LessHS",4.23,9.02,1,0,0,1,0,0,0,1
"1721",87,"LessHS","LessHS",0,2.23,1,0,0,1,0,0,0,1
"1722",89,"LessHS","SomeUN",1.18,3.26,1,0,0,0,1,0,0,0
"1723",101,"SomeUN","SomeUN",0,3.13,0,1,0,0,1,0,0,0
"1724",90,"LessHS","LessHS",2.14,3.31,1,0,0,1,0,0,0,1
"1725",120,"SomeUN","UNIV",0,5.9,0,1,0,0,0,1,0,0
"1726",168,"SomeUN","UNIV",5.23,11.8,0,1,0,0,0,1,0,0
"1727",179,"SomeUN","SomeUN",7.1,13.1,0,1,0,0,1,0,0,0
"1728",59,"LessHS","LessHS",0,1.26,1,0,0,1,0,0,0,1
"1729",132,"LessHS","SomeUN",3.06,7.43,1,0,0,0,1,0,0,0
"1730",111,"LessHS","SomeUN",0,4.91,1,0,0,0,1,0,0,0
"1731",192,"SomeUN","SomeUN",7.72,14.84,0,1,0,0,1,0,0,0
"1732",141,"SomeUN","UNIV",0.43,8,0,1,0,0,0,1,0,0
"1733",178,"LessHS","UNIV",12.42,14.38,1,0,0,0,0,1,0,0
"1734",94,"LessHS","LessHS",0,2.5,1,0,0,1,0,0,0,1
"1735",161,"UNIV","UNIV",3.04,10.41,0,0,1,0,0,1,1,0
"1736",161,"LessHS","UNIV",6.69,11.16,1,0,0,0,0,1,0,0
"1737",128,"LessHS","SomeUN",5.72,7.2,1,0,0,0,1,0,0,0
"1738",169,"LessHS","SomeUN",6.25,11.61,1,0,0,0,1,0,0,0
"1739",171,"UNIV","UNIV",6.12,11.7,0,0,1,0,0,1,1,0
"1740",135,"LessHS","SomeUN",1.84,7.45,1,0,0,0,1,0,0,0
"1741",173,"LessHS","LessHS",6.56,11.89,1,0,0,1,0,0,0,1
"1742",73,"LessHS","LessHS",0,2.03,1,0,0,1,0,0,0,1
"1743",77,"LessHS","LessHS",0,1.72,1,0,0,1,0,0,0,1
"1744",132,"SomeUN","UNIV",1.26,6.91,0,1,0,0,0,1,0,0
"1745",228,"UNIV","UNIV",14.12,21.81,0,0,1,0,0,1,1,0
"1746",183,"SomeUN","SomeUN",7.19,13.19,0,1,0,0,1,0,0,0
"1747",158,"LessHS","UNIV",4.9,10.47,1,0,0,0,0,1,0,0
"1748",146,"LessHS","LessHS",4.9,8.58,1,0,0,1,0,0,0,1
"1749",75,"LessHS","LessHS",0,1.41,1,0,0,1,0,0,0,1
"1750",137,"LessHS","UNIV",2.85,7.76,1,0,0,0,0,1,0,0
"1751",179,"LessHS","SomeUN",7.45,13,1,0,0,0,1,0,0,0
"1752",166,"SomeUN","SomeUN",4.24,11.04,0,1,0,0,1,0,0,0
"1753",108,"UNIV","LessHS",2.94,4.04,0,0,1,1,0,0,0,0
"1754",168,"LessHS","SomeUN",6.38,11.49,1,0,0,0,1,0,0,0
"1755",205,"LessHS","UNIV",13.43,18.71,1,0,0,0,0,1,0,0
"1756",132,"LessHS","SomeUN",2.94,7.05,1,0,0,0,1,0,0,0
"1757",106,"LessHS","LessHS",3.38,4.93,1,0,0,1,0,0,0,1
"1758",191,"LessHS","UNIV",10.19,15.33,1,0,0,0,0,1,0,0
"1759",196,"LessHS","SomeUN",10.06,16.66,1,0,0,0,1,0,0,0
"1760",74,"LessHS","LessHS",0.67,1.89,1,0,0,1,0,0,0,1
"1761",153,"SomeUN","LessHS",6.05,9.18,0,1,0,1,0,0,0,0
"1762",142,"LessHS","SomeUN",3.59,7.94,1,0,0,0,1,0,0,0
"1763",153,"LessHS","SomeUN",3.88,9.87,1,0,0,0,1,0,0,0
"1764",104,"SomeUN","SomeUN",0,3.8,0,1,0,0,1,0,0,0
"1765",150,"LessHS","LessHS",4.21,8.97,1,0,0,1,0,0,0,1
"1766",144,"LessHS","UNIV",4.61,8.62,1,0,0,0,0,1,0,0
"1767",129,"LessHS","LessHS",0.59,5.58,1,0,0,1,0,0,0,1
"1768",101,"LessHS","SomeUN",0,4.19,1,0,0,0,1,0,0,0
"1769",215,"UNIV","SomeUN",12.16,19.46,0,0,1,0,1,0,0,0
"1770",129,"UNIV","UNIV",0,5.87,0,0,1,0,0,1,1,0
"1771",121,"LessHS","SomeUN",0.5,5.18,1,0,0,0,1,0,0,0
"1772",153,"LessHS","LessHS",3.97,9.25,1,0,0,1,0,0,0,1
"1773",134,"LessHS","SomeUN",5.13,7.61,1,0,0,0,1,0,0,0
"1774",146,"UNIV","UNIV",3.48,8.42,0,0,1,0,0,1,1,0
"1775",155,"LessHS","SomeUN",8.77,10.33,1,0,0,0,1,0,0,0
"1776",109,"LessHS","LessHS",0,4.08,1,0,0,1,0,0,0,1
"1777",113,"LessHS","LessHS",1.27,5.08,1,0,0,1,0,0,0,1
"1778",177,"LessHS","SomeUN",11.4,14.17,1,0,0,0,1,0,0,0
"1779",87,"LessHS","LessHS",0,2.61,1,0,0,1,0,0,0,1
"1780",197,"UNIV","SomeUN",9.96,16.24,0,0,1,0,1,0,0,0
"1781",160,"SomeUN","LessHS",4.63,9.97,0,1,0,1,0,0,0,0
"1782",122,"SomeUN","UNIV",0.43,5.57,0,1,0,0,0,1,0,0
"1783",160,"LessHS","LessHS",4.64,10.05,1,0,0,1,0,0,0,1
"1784",108,"LessHS","LessHS",0,3.76,1,0,0,1,0,0,0,1
"1785",86,"LessHS","LessHS",0,1.95,1,0,0,1,0,0,0,1
"1786",183,"SomeUN","LessHS",8.29,13.5,0,1,0,1,0,0,0,0
"1787",144,"LessHS","SomeUN",2.33,7.91,1,0,0,0,1,0,0,0
"1788",172,"UNIV","LessHS",8.82,11.92,0,0,1,1,0,0,0,0
"1789",153,"SomeUN","SomeUN",2.71,9.31,0,1,0,0,1,0,0,0
"1790",217,"UNIV","UNIV",12.04,19.68,0,0,1,0,0,1,1,0
"1791",163,"LessHS","LessHS",5.7,10.12,1,0,0,1,0,0,0,1
"1792",100,"LessHS","SomeUN",0.17,3.71,1,0,0,0,1,0,0,0
"1793",169,"UNIV","SomeUN",6.57,11.81,0,0,1,0,1,0,0,0
"1794",106,"SomeUN","LessHS",0,3.32,0,1,0,1,0,0,0,0
"1795",173,"UNIV","SomeUN",8.14,12.56,0,0,1,0,1,0,0,0
"1796",167,"UNIV","LessHS",7.46,11.43,0,0,1,1,0,0,0,0
"1797",135,"LessHS","SomeUN",0.32,7.14,1,0,0,0,1,0,0,0
"1798",95,"LessHS","LessHS",0,2.94,1,0,0,1,0,0,0,1
"1799",126,"LessHS","LessHS",3.55,6.43,1,0,0,1,0,0,0,1
"1800",86,"LessHS","LessHS",1.06,2.75,1,0,0,1,0,0,0,1
"1801",90,"LessHS","LessHS",0,2.36,1,0,0,1,0,0,0,1
"1802",60,"LessHS","LessHS",0,0.48,1,0,0,1,0,0,0,1
"1803",101,"LessHS","LessHS",1.51,3.85,1,0,0,1,0,0,0,1
"1804",129,"LessHS","SomeUN",1.14,6.62,1,0,0,0,1,0,0,0
"1805",209,"SomeUN","UNIV",12.23,18.58,0,1,0,0,0,1,0,0
"1806",212,"UNIV","UNIV",10.59,18.9,0,0,1,0,0,1,1,0
"1807",115,"LessHS","UNIV",0.99,5.85,1,0,0,0,0,1,0,0
"1808",141,"LessHS","UNIV",3.31,8.29,1,0,0,0,0,1,0,0
"1809",125,"LessHS","LessHS",1.73,5.63,1,0,0,1,0,0,0,1
"1810",126,"LessHS","SomeUN",2.21,6.47,1,0,0,0,1,0,0,0
"1811",144,"SomeUN","LessHS",1.5,7.52,0,1,0,1,0,0,0,0
"1812",159,"LessHS","SomeUN",4.9,10.54,1,0,0,0,1,0,0,0
"1813",101,"LessHS","LessHS",0,3.15,1,0,0,1,0,0,0,1
"1814",213,"SomeUN","UNIV",11.36,19.11,0,1,0,0,0,1,0,0
"1815",141,"LessHS","LessHS",3.67,7.87,1,0,0,1,0,0,0,1
"1816",128,"LessHS","SomeUN",2.03,6.69,1,0,0,0,1,0,0,0
"1817",67,"LessHS","LessHS",0,1.32,1,0,0,1,0,0,0,1
"1818",138,"LessHS","LessHS",2.51,7.1,1,0,0,1,0,0,0,1
"1819",100,"SomeUN","SomeUN",0,3.27,0,1,0,0,1,0,0,0
"1820",116,"LessHS","UNIV",3.06,5.68,1,0,0,0,0,1,0,0
"1821",218,"UNIV","UNIV",10.65,19.98,0,0,1,0,0,1,1,0
"1822",149,"UNIV","SomeUN",3.17,9.03,0,0,1,0,1,0,0,0
"1823",193,"UNIV","UNIV",7.46,15.47,0,0,1,0,0,1,1,0
"1824",131,"LessHS","LessHS",2.89,6.88,1,0,0,1,0,0,0,1
"1825",174,"SomeUN","UNIV",7.08,12.87,0,1,0,0,0,1,0,0
"1826",175,"LessHS","UNIV",8.11,12.99,1,0,0,0,0,1,0,0
"1827",140,"LessHS","SomeUN",1.46,7.45,1,0,0,0,1,0,0,0
"1828",156,"LessHS","UNIV",6,10.49,1,0,0,0,0,1,0,0
"1829",62,"LessHS","LessHS",0,1.74,1,0,0,1,0,0,0,1
"1830",188,"UNIV","LessHS",10.67,14.74,0,0,1,1,0,0,0,0
"1831",168,"UNIV","SomeUN",6.31,11.63,0,0,1,0,1,0,0,0
"1832",124,"LessHS","SomeUN",0,5.55,1,0,0,0,1,0,0,0
"1833",177,"LessHS","SomeUN",8.26,13.33,1,0,0,0,1,0,0,0
"1834",164,"LessHS","UNIV",6.95,11.81,1,0,0,0,0,1,0,0
"1835",165,"SomeUN","UNIV",4.58,11.16,0,1,0,0,0,1,0,0
"1836",157,"SomeUN","SomeUN",3.06,9.62,0,1,0,0,1,0,0,0
"1837",115,"LessHS","LessHS",0,4.56,1,0,0,1,0,0,0,1
"1838",103,"LessHS","LessHS",0,3.95,1,0,0,1,0,0,0,1
"1839",95,"SomeUN","LessHS",0,3.15,0,1,0,1,0,0,0,0
"1840",124,"LessHS","LessHS",0.0899999999999999,5.68,1,0,0,1,0,0,0,1
"1841",139,"SomeUN","SomeUN",1.71,7.62,0,1,0,0,1,0,0,0
"1842",200,"UNIV","UNIV",7.61,16.76,0,0,1,0,0,1,1,0
"1843",159,"UNIV","UNIV",4.07,10.44,0,0,1,0,0,1,1,0
"1844",147,"SomeUN","LessHS",3.44,8.45,0,1,0,1,0,0,0,0
"1845",148,"SomeUN","LessHS",2.12,8.23,0,1,0,1,0,0,0,0
"1846",165,"UNIV","UNIV",4.86,10.94,0,0,1,0,0,1,1,0
"1847",115,"SomeUN","UNIV",0,4.94,0,1,0,0,0,1,0,0
"1848",132,"SomeUN","SomeUN",0,5.89,0,1,0,0,1,0,0,0
"1849",116,"LessHS","LessHS",2.53,5.25,1,0,0,1,0,0,0,1
"1850",112,"LessHS","LessHS",0,4.37,1,0,0,1,0,0,0,1
"1851",114,"LessHS","SomeUN",1.03,4.55,1,0,0,0,1,0,0,0
"1852",123,"SomeUN","LessHS",1.42,5.82,0,1,0,1,0,0,0,0
"1853",96,"LessHS","LessHS",0.49,3.57,1,0,0,1,0,0,0,1
"1854",86,"LessHS","LessHS",1.39,2.82,1,0,0,1,0,0,0,1
"1855",135,"SomeUN","LessHS",2.81,6.83,0,1,0,1,0,0,0,0
"1856",164,"SomeUN","SomeUN",5.16,10.77,0,1,0,0,1,0,0,0
"1857",133,"LessHS","UNIV",6.55,7.83,1,0,0,0,0,1,0,0
"1858",147,"LessHS","LessHS",1.48,7.83,1,0,0,1,0,0,0,1
"1859",167,"UNIV","SomeUN",5.34,11.24,0,0,1,0,1,0,0,0
"1860",175,"SomeUN","SomeUN",5.16,12.57,0,1,0,0,1,0,0,0
"1861",189,"SomeUN","SomeUN",8.11,14.62,0,1,0,0,1,0,0,0
"1862",168,"LessHS","LessHS",4.16,10.8,1,0,0,1,0,0,0,1
"1863",185,"SomeUN","UNIV",8.22,14.26,0,1,0,0,0,1,0,0
"1864",157,"LessHS","LessHS",3.57,9.53,1,0,0,1,0,0,0,1
"1865",67,"LessHS","LessHS",0,1.35,1,0,0,1,0,0,0,1
"1866",139,"SomeUN","LessHS",1.8,7.48,0,1,0,1,0,0,0,0
"1867",85,"LessHS","LessHS",0,1.71,1,0,0,1,0,0,0,1
"1868",213,"UNIV","SomeUN",12.9,19.45,0,0,1,0,1,0,0,0
"1869",137,"SomeUN","SomeUN",1.66,7.13,0,1,0,0,1,0,0,0
"1870",57,"LessHS","LessHS",0,0.57,1,0,0,1,0,0,0,1
"1871",90,"LessHS","LessHS",1.48,3.1,1,0,0,1,0,0,0,1
"1872",128,"LessHS","SomeUN",2.23,5.97,1,0,0,0,1,0,0,0
"1873",104,"SomeUN","LessHS",0,3.56,0,1,0,1,0,0,0,0
"1874",114,"LessHS","LessHS",0.38,4.75,1,0,0,1,0,0,0,1
"1875",128,"SomeUN","SomeUN",0,5.95,0,1,0,0,1,0,0,0
"1876",177,"SomeUN","UNIV",6.21,13.02,0,1,0,0,0,1,0,0
"1877",165,"UNIV","UNIV",3.15,10.73,0,0,1,0,0,1,1,0
"1878",165,"LessHS","SomeUN",6.91,11.65,1,0,0,0,1,0,0,0
"1879",128,"LessHS","LessHS",2.52,6.24,1,0,0,1,0,0,0,1
"1880",152,"LessHS","LessHS",6.61,9.44,1,0,0,1,0,0,0,1
"1881",115,"LessHS","LessHS",1.92,4.59,1,0,0,1,0,0,0,1
"1882",161,"SomeUN","SomeUN",3.11,10.33,0,1,0,0,1,0,0,0
"1883",130,"SomeUN","SomeUN",0,6.27,0,1,0,0,1,0,0,0
"1884",193,"SomeUN","SomeUN",7.51,15.43,0,1,0,0,1,0,0,0
"1885",131,"LessHS","LessHS",0.56,6.45,1,0,0,1,0,0,0,1
"1886",125,"LessHS","SomeUN",5.48,6.9,1,0,0,0,1,0,0,0
"1887",113,"LessHS","SomeUN",0,4.58,1,0,0,0,1,0,0,0
"1888",155,"LessHS","LessHS",3.11,9.02,1,0,0,1,0,0,0,1
"1889",143,"LessHS","LessHS",6.63,8.87,1,0,0,1,0,0,0,1
"1890",179,"SomeUN","LessHS",7.4,12.84,0,1,0,1,0,0,0,0
"1891",91,"LessHS","SomeUN",0.0800000000000001,3.28,1,0,0,0,1,0,0,0
"1892",129,"SomeUN","UNIV",0.00999999999999979,6.48,0,1,0,0,0,1,0,0
"1893",66,"LessHS","LessHS",0,0.55,1,0,0,1,0,0,0,1
"1894",183,"LessHS","UNIV",9.99,14.82,1,0,0,0,0,1,0,0
"1895",146,"UNIV","UNIV",1.13,8.05,0,0,1,0,0,1,1,0
"1896",125,"UNIV","LessHS",3.31,5.81,0,0,1,1,0,0,0,0
"1897",110,"LessHS","LessHS",0.83,4.73,1,0,0,1,0,0,0,1
"1898",120,"LessHS","SomeUN",0.00999999999999979,5.28,1,0,0,0,1,0,0,0
"1899",181,"SomeUN","SomeUN",6.37,13.28,0,1,0,0,1,0,0,0
"1900",133,"LessHS","LessHS",3.51,7.08,1,0,0,1,0,0,0,1
"1901",135,"LessHS","LessHS",0.89,6.54,1,0,0,1,0,0,0,1
"1902",174,"SomeUN","SomeUN",5.62,12.2,0,1,0,0,1,0,0,0
"1903",131,"LessHS","SomeUN",0.44,6.59,1,0,0,0,1,0,0,0
"1904",126,"LessHS","SomeUN",0.79,6.26,1,0,0,0,1,0,0,0
"1905",102,"LessHS","LessHS",2.38,4.68,1,0,0,1,0,0,0,1
"1906",105,"LessHS","LessHS",0.84,4.15,1,0,0,1,0,0,0,1
"1907",183,"LessHS","SomeUN",10.33,14.37,1,0,0,0,1,0,0,0
"1908",90,"LessHS","LessHS",0.0499999999999998,2.92,1,0,0,1,0,0,0,1
"1909",156,"UNIV","SomeUN",6.58,9.78,0,0,1,0,1,0,0,0
"1910",155,"SomeUN","SomeUN",3.42,9.05,0,1,0,0,1,0,0,0
"1911",151,"LessHS","SomeUN",5.73,9.77,1,0,0,0,1,0,0,0
"1912",170,"LessHS","SomeUN",6.93,11.92,1,0,0,0,1,0,0,0
"1913",160,"SomeUN","SomeUN",3.3,10.24,0,1,0,0,1,0,0,0
"1914",201,"SomeUN","SomeUN",9.28,16.95,0,1,0,0,1,0,0,0
"1915",66,"LessHS","LessHS",2.61,1.94,1,0,0,1,0,0,0,1
"1916",135,"LessHS","SomeUN",1.83,7.04,1,0,0,0,1,0,0,0
"1917",134,"SomeUN","UNIV",1.71,6.75,0,1,0,0,0,1,0,0
"1918",101,"LessHS","LessHS",0,3.08,1,0,0,1,0,0,0,1
"1919",147,"UNIV","UNIV",2.23,8.47,0,0,1,0,0,1,1,0
"1920",194,"SomeUN","SomeUN",9.04,15.99,0,1,0,0,1,0,0,0
"1921",190,"UNIV","LessHS",9.15,14.81,0,0,1,1,0,0,0,0
"1922",127,"SomeUN","UNIV",0.18,6.07,0,1,0,0,0,1,0,0
"1923",170,"LessHS","LessHS",6.38,12.08,1,0,0,1,0,0,0,1
"1924",116,"LessHS","LessHS",0,4.42,1,0,0,1,0,0,0,1
"1925",170,"LessHS","LessHS",4.79,11.29,1,0,0,1,0,0,0,1
"1926",145,"LessHS","LessHS",3.8,8.71,1,0,0,1,0,0,0,1
"1927",184,"LessHS","UNIV",9.21,14.84,1,0,0,0,0,1,0,0
"1928",173,"LessHS","LessHS",6.38,12.39,1,0,0,1,0,0,0,1
"1929",55,"LessHS","LessHS",0.69,1.22,1,0,0,1,0,0,0,1
"1930",182,"LessHS","SomeUN",10.32,14.38,1,0,0,0,1,0,0,0
"1931",88,"SomeUN","LessHS",0,2.5,0,1,0,1,0,0,0,0
"1932",131,"SomeUN","UNIV",0.15,6.39,0,1,0,0,0,1,0,0
"1933",145,"LessHS","LessHS",5.11,8.17,1,0,0,1,0,0,0,1
"1934",122,"LessHS","SomeUN",3.22,5.98,1,0,0,0,1,0,0,0
"1935",187,"LessHS","SomeUN",9.66,14.34,1,0,0,0,1,0,0,0
"1936",143,"SomeUN","LessHS",3.39,7.46,0,1,0,1,0,0,0,0
"1937",175,"SomeUN","UNIV",7,12.4,0,1,0,0,0,1,0,0
"1938",116,"LessHS","SomeUN",3.71,6.11,1,0,0,0,1,0,0,0
"1939",114,"LessHS","SomeUN",2.11,5.07,1,0,0,0,1,0,0,0
"1940",118,"UNIV","LessHS",0.51,4.78,0,0,1,1,0,0,0,0
"1941",181,"LessHS","UNIV",7.83,13.98,1,0,0,0,0,1,0,0
"1942",125,"LessHS","SomeUN",0.83,5.64,1,0,0,0,1,0,0,0
"1943",140,"LessHS","LessHS",3.64,8,1,0,0,1,0,0,0,1
"1944",175,"SomeUN","LessHS",5.9,12.24,0,1,0,1,0,0,0,0
"1945",132,"LessHS","LessHS",2.46,7.09,1,0,0,1,0,0,0,1
"1946",111,"SomeUN","LessHS",0,4.52,0,1,0,1,0,0,0,0
"1947",142,"SomeUN","SomeUN",1.43,7.5,0,1,0,0,1,0,0,0
"1948",148,"LessHS","LessHS",2.21,8.18,1,0,0,1,0,0,0,1
